Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Transit;Terminal 1;Amsterdam;61375324;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1814;3;24;Medium danger;PBAU4040332;140784;8733;17238000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46121991;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1193;51;15;Medium danger;PBAU3522407;140884;6146;70994000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10985049;Rectangular Tank;RESIN SOLUTION;2259;61;0;Medium danger;PBAU5151777;140984;4072;57970000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89123129;Rectangular Tank;TRIMETHYL PHOSPHITE;1814;51;30;Medium danger;PBAU9639565;141084;5033;61394000
Erasmus 1;Transit;Terminal 1;Amsterdam;44012985;Rectangular Tank;FURALDEHYDES;2524;41;0;Minor danger;PBAU4457818;140186;864;8990000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76447981;Rectangular Tank;ETHYL ORTHOFORMATE;2052;8;0;Medium danger;PBAU1465308;140286;2766;47361000
Erasmus 1;Transit;Terminal 1;Amsterdam;81686154;Rectangular Tank;RESORCINOL;2329;9;0;Medium danger;PBAU3984535;140386;1527;79725000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12276461;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1993;3;46;Minor danger;PBAU3111142;140486;4847;56299000
Erasmus 1;Discharge;Terminal 1;Amsterdam;19247210;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3487;61;0;Medium danger;PBAU2979172;140586;7302;35659000
Erasmus 1;Transit;Terminal 1;Amsterdam;40906005;Rectangular Tank;ETHYL ACETATE;2344;3;46;Medium danger;PBAU2461997;140686;6717;41490000
Erasmus 1;Transit;Terminal 1;Amsterdam;96301214;Rectangular Tank;PHOSPHORUS PENTOXIDE;2329;9;0;Medium danger;PBAU5661568;140786;8690;40209000
Erasmus 1;Discharge;Terminal 1;Amsterdam;61035596;Rectangular Tank;FORMIC ACID;3272;3;0;Medium danger;PBAU6518097;140886;8396;29208000
Erasmus 1;Transit;Terminal 1;Amsterdam;90437159;Rectangular Tank;TRICHLOROETHYLENE;1903;3;118;Medium danger;PBAU7723800;140986;9401;48433000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45311559;Rectangular Tank;FURFURYL ALCOHOL;2052;3;60;Minor danger;PBAU1771573;141086;6866;35392000
Erasmus 1;Transit;Terminal 1;Amsterdam;85829108;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;3487;61;30;Great danger;PBAU9728012;140188;9903;61014000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85077526;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3302;61;0;Medium danger;PBAU4917400;140288;2257;51549000
Erasmus 1;Transit;Terminal 1;Amsterdam;29286697;Rectangular Tank;FORMIC ACID;3265;3;24;Great danger;PBAU5474272;140388;229;56443000
Erasmus 1;Transit;Terminal 1;Amsterdam;40228216;Rectangular Tank;RESORCINOL;1193;3;24;Minor danger;PBAU3458371;140488;8619;89687000
Erasmus 1;Discharge;Terminal 1;Amsterdam;43489060;Rectangular Tank;RESIN SOLUTION;3487;3;13;Minor danger;PBAU2647891;140588;5213;71240000
Erasmus 1;Discharge;Terminal 1;Amsterdam;49238157;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1992;61;0;Medium danger;PBAU9695474;140688;1887;90458000
Erasmus 1;Discharge;Terminal 1;Amsterdam;35130910;Rectangular Tank;RESORCINOL;1170;3;0;Medium danger;PBAU8532559;140788;6974;52499000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17592055;Rectangular Tank;FORMIC ACID;3487;3;0;Medium danger;PBAU3230296;140888;1935;71133000
Erasmus 1;Transit;Terminal 1;Amsterdam;83898945;Rectangular Tank;SULPHURIC ACID;3487;61;13;Medium danger;PBAU7797481;140988;8904;28719000
Erasmus 1;Transit;Terminal 1;Amsterdam;61899733;Rectangular Tank;AMINOPHENOLS;3261;8;45;Medium danger;PBAU3976481;141088;2993;23431000
Erasmus 1;Transit;Terminal 1;Amsterdam;30933923;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2796;3;24;Minor danger;PBAU5781064;140190;9949;20927000
Erasmus 1;Transit;Terminal 1;Amsterdam;11519780;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1193;61;0;Minor danger;PBAU6727267;140290;9792;88750000
Erasmus 1;Discharge;Terminal 1;Amsterdam;23717683;Rectangular Tank;RESORCINOL;1170;3;15;Medium danger;PBAU6544433;140390;5944;11662000
Erasmus 1;Transit;Terminal 1;Amsterdam;21416225;Rectangular Tank;RESORCINOL;3261;3;0;Medium danger;PBAU9814691;140490;338;41358000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95012967;Rectangular Tank;RESIN SOLUTION;1173;51;0;Medium danger;PBAU6463007;140590;130;39318000
Erasmus 1;Transit;Terminal 1;Amsterdam;80995641;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1170;3;0;Minor danger;PBAU1677825;140690;2305;41797000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32190113;Rectangular Tank;RESORCINOL;1219;8;15;Minor danger;PBAU8320165;140790;2867;21687000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39159529;Rectangular Tank;TRICHLOROETHYLENE;1779;61;30;Medium danger;PBAU3386678;140890;611;2402000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45362363;Rectangular Tank;TRICHLOROETHYLENE;2310;61;30;Great danger;PBAU5831127;140990;2065;82260000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33409300;Rectangular Tank;RESIN SOLUTION;3082;61;24;Great danger;PBAU8936994;141090;4333;53852000
Erasmus 1;Transit;Terminal 1;Amsterdam;99157310;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1903;8;13;Minor danger;PBAU8070716;140192;8049;21634000
Erasmus 1;Transit;Terminal 1;Amsterdam;11881350;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2929;61;0;Minor danger;PBAU7619206;140292;5185;7597000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57838206;Rectangular Tank;TRICHLOROETHYLENE;1193;8;15;Medium danger;PBAU9880278;140392;1857;57273000
Erasmus 1;Transit;Terminal 1;Amsterdam;55915521;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2524;51;45;Minor danger;PBAU8261121;140492;8142;92755000
Erasmus 1;Transit;Terminal 1;Amsterdam;99079202;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2796;9;13;Medium danger;PBAU5880246;140592;2530;73974000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34507304;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3378;61;13;Medium danger;PBAU8705017;140692;211;64137000
Erasmus 1;Transit;Terminal 1;Amsterdam;27958763;Rectangular Tank;TRICHLOROETHYLENE;1807;3;60;Minor danger;PBAU5424788;140792;8566;29878000
Erasmus 1;Transit;Terminal 1;Amsterdam;85303254;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1710;61;24;Medium danger;PBAU6549959;140892;6177;35467000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12954769;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1199;3;12;Medium danger;PBAU5269686;140992;197;20800000
Erasmus 1;Transit;Terminal 1;Amsterdam;29487624;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1992;3;15;Medium danger;PBAU5495394;141092;3030;38070000
Erasmus 1;Discharge;Terminal 1;Amsterdam;77877779;Rectangular Tank;ETHYL ACETATE;3261;3;0;Medium danger;PBAU7952285;140194;2677;45734000
Erasmus 1;Discharge;Terminal 1;Amsterdam;79035619;Rectangular Tank;PHOSPHORUS PENTOXIDE;1944;3;15;Medium danger;PBAU2385653;140294;504;43076000
Erasmus 1;Discharge;Terminal 1;Amsterdam;74313381;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1944;9;0;Medium danger;PBAU7734977;140394;5208;30346000
Erasmus 1;Transit;Terminal 1;Amsterdam;37020929;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1807;8;15;Medium danger;PBAU8014668;140494;2741;62813000
Erasmus 1;Transit;Terminal 1;Amsterdam;43685407;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2874;9;0;Medium danger;PBAU2072378;140594;316;24576000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31227002;Rectangular Tank;FURALDEHYDES;1219;3;30;Minor danger;PBAU1332107;140694;3363;82068000
Erasmus 1;Transit;Terminal 1;Amsterdam;64245220;Rectangular Tank;PHOSPHORUS PENTOXIDE;3261;8;24;Medium danger;PBAU1012084;140794;5436;39564000
Erasmus 1;Discharge;Terminal 1;Amsterdam;71776448;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1170;3;0;Medium danger;PBAU9185924;140894;7834;70464000
Erasmus 1;Discharge;Terminal 1;Amsterdam;93866569;Rectangular Tank;ESTERS, N.O.S.;2924;8;13;Minor danger;PBAU4972102;140994;1757;60596000
Erasmus 1;Discharge;Terminal 1;Amsterdam;37924841;Rectangular Tank;FURALDEHYDES;1199;8;27;Medium danger;PBAU3181039;141094;7611;82309000
Erasmus 1;Discharge;Terminal 1;Amsterdam;97907210;Rectangular Tank;FORMIC ACID;3082;3;0;Medium danger;PBAU1242212;140196;3473;11673000
Erasmus 1;Discharge;Terminal 1;Amsterdam;43540738;Rectangular Tank;PHOSPHORUS PENTOXIDE;3082;61;0;Medium danger;PBAU9788766;140296;9816;38142000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11083424;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2876;61;30;Medium danger;PBAU4837919;140396;2971;22240000
Erasmus 1;Transit;Terminal 1;Amsterdam;33899168;Rectangular Tank;PERFUMERY PRODUCTS;3261;8;0;Medium danger;PBAU1725897;140496;5069;34856000
Erasmus 1;Discharge;Terminal 1;Amsterdam;84173673;Rectangular Tank;AMINOPHENOLS;2052;61;0;Minor danger;PBAU8303664;140596;60;55412000
Erasmus 1;Discharge;Terminal 1;Amsterdam;23144988;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;3302;9;0;Medium danger;PBAU6740009;140696;7041;60122000
Erasmus 1;Discharge;Terminal 1;Amsterdam;93658973;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2259;3;15;Medium danger;PBAU3638188;140796;3872;5124000
Erasmus 1;Discharge;Terminal 1;Amsterdam;82480563;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3082;51;0;Medium danger;PBAU7899003;140896;3410;84109000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48854406;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1760;8;7;Great danger;PBAU7918187;140996;3285;79642000
Erasmus 1;Discharge;Terminal 1;Amsterdam;74669198;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2922;8;13;Minor danger;PBAU9721793;141096;7648;85315000
Erasmus 1;Transit;Terminal 1;Amsterdam;78729337;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3261;51;0;Medium danger;PBAU6646537;140198;626;26494000
Erasmus 1;Transit;Terminal 1;Amsterdam;44606770;Rectangular Tank;TRIMETHYL PHOSPHITE;3082;61;0;Medium danger;PBAU9880250;140298;3196;61812000
Erasmus 1;Transit;Terminal 1;Amsterdam;50997069;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1710;8;0;Medium danger;PBAU6074409;140398;6758;18289000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95397011;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3455;8;0;Great danger;PBAU5190023;140498;4038;19405000
Erasmus 1;Transit;Terminal 1;Amsterdam;43975560;Rectangular Tank;ESTERS, N.O.S.;2052;3;15;Medium danger;PBAU5621422;140598;4149;99813000
Erasmus 1;Transit;Terminal 1;Amsterdam;19690626;Rectangular Tank;MATCHES, SAFETY;1266;8;13;Medium danger;PBAU8501810;140698;1492;84309000
Erasmus 1;Discharge;Terminal 1;Amsterdam;20136605;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1219;8;0;Medium danger;PBAU8279836;140798;8886;14437000
Erasmus 1;Transit;Terminal 1;Amsterdam;13916374;Rectangular Tank;FORMIC ACID;2259;9;0;Great danger;PBAU9108423;140898;3246;94488000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92377741;Rectangular Tank;PERFUMERY PRODUCTS;1173;61;30;Minor danger;PBAU8694242;140998;3735;56331000
Erasmus 1;Transit;Terminal 1;Amsterdam;25646349;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2874;3;15;Medium danger;PBAU8437233;141098;716;68503000
Erasmus 1;Discharge;Terminal 1;Amsterdam;65162185;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2924;3;0;Minor danger;PBAU5713969;150182;5285;75326000
Erasmus 1;Transit;Terminal 1;Amsterdam;90827957;Rectangular Tank;CRESOLS, SOLID;2310;3;12;Medium danger;PBAU3464853;150282;3225;82712000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57510094;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3487;61;15;Medium danger;PBAU1199236;150382;1146;73117000
Erasmus 1;Transit;Terminal 1;Amsterdam;93070547;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;3082;3;0;Minor danger;PBAU8903359;150482;6315;97536000
Erasmus 1;Transit;Terminal 1;Amsterdam;79803815;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3082;8;0;Minor danger;PBAU2008187;150582;7921;74384000
Erasmus 1;Transit;Terminal 1;Amsterdam;23686055;Rectangular Tank;CRESOLS, SOLID;1807;8;0;Medium danger;PBAU3694519;150682;6741;26830000
Erasmus 1;Transit;Terminal 1;Amsterdam;55238691;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1903;8;0;Minor danger;PBAU8824731;150782;7375;30725000
Erasmus 1;Transit;Terminal 1;Amsterdam;17703162;Rectangular Tank;MATCHES, SAFETY;3378;3;0;Minor danger;PBAU8336273;150882;4240;94706000
Erasmus 1;Discharge;Terminal 1;Amsterdam;65362927;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;3302;8;15;Medium danger;PBAU6263680;150982;2365;51682000
Erasmus 1;Discharge;Terminal 1;Amsterdam;99198010;Rectangular Tank;PENTANE 2,4 DIONE;3302;8;13;Medium danger;PBAU5760807;151082;8023;16281000
Erasmus 1;Transit;Terminal 1;Amsterdam;81590059;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1193;3;15;Medium danger;PBAU2410358;150184;577;89677000
Erasmus 1;Transit;Terminal 1;Amsterdam;42613704;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1760;3;0;Medium danger;PBAU1346801;150284;9896;3495000
Erasmus 1;Discharge;Terminal 1;Amsterdam;53549897;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2929;3;0;Medium danger;PBAU3511793;150384;2266;4948000
Erasmus 1;Discharge;Terminal 1;Amsterdam;70527221;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2924;61;0;Medium danger;PBAU7705227;150484;6038;96990000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33620356;Rectangular Tank;ETHYL ORTHOFORMATE;3378;3;0;Medium danger;PBAU5292017;150584;2084;88100000
Erasmus 1;Transit;Terminal 1;Amsterdam;39502695;Rectangular Tank;FURFURYL ALCOHOL;1866;8;0;Medium danger;PBAU2384163;150684;4619;78109000
Erasmus 1;Transit;Terminal 1;Amsterdam;30752041;Rectangular Tank;RESORCINOL;1993;3;45;Medium danger;PBAU6526256;150784;3609;83723000
Erasmus 1;Transit;Terminal 1;Amsterdam;57484283;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1993;3;45;Medium danger;PBAU3638379;150884;4527;10166000
Erasmus 1;Transit;Terminal 1;Amsterdam;46423347;Rectangular Tank;DIPENTENE;3378;3;15;Medium danger;PBAU3207809;150984;4184;26950000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17812111;Rectangular Tank;TRIMETHYL PHOSPHITE;1814;3;24;Medium danger;PBAU5670123;151084;5830;69205000
Erasmus 1;Transit;Terminal 1;Amsterdam;55150609;Rectangular Tank;TRIETHYLENETETRAMINE;3302;3;0;Medium danger;PBAU5675464;150186;63;78587000
Erasmus 1;Discharge;Terminal 1;Amsterdam;88244702;Rectangular Tank;ESTERS, N.O.S.;3302;8;0;Medium danger;PBAU6261439;150286;8239;94463000
Erasmus 1;Transit;Terminal 1;Amsterdam;19379621;Rectangular Tank;PENTANE 2,4 DIONE;2512;3;0;Medium danger;PBAU6507038;150386;62;71834000
Erasmus 1;Transit;Terminal 1;Amsterdam;49397982;Rectangular Tank;ESTERS, N.O.S.;1866;3;0;Minor danger;PBAU7296159;150486;4636;84704000
Erasmus 1;Transit;Terminal 1;Amsterdam;65236766;Rectangular Tank;PHOSPHORUS PENTOXIDE;3082;3;27;Medium danger;PBAU9304694;150586;9118;46227000
Erasmus 1;Transit;Terminal 1;Amsterdam;77291213;Rectangular Tank;ESTERS, N.O.S.;3082;3;60;Minor danger;PBAU1221049;150686;6892;96974000
Erasmus 1;Discharge;Terminal 1;Amsterdam;35310363;Rectangular Tank;ETHYL ORTHOFORMATE;2329;3;46;Medium danger;PBAU9464293;150786;8310;54256000
Erasmus 1;Discharge;Terminal 1;Amsterdam;51424597;Rectangular Tank;TRIETHYLENETETRAMINE;2796;3;0;Minor danger;PBAU6068508;150886;9623;39626000
Erasmus 1;Transit;Terminal 1;Amsterdam;38954627;Rectangular Tank;ESTERS, N.O.S.;2874;8;0;Medium danger;PBAU1646652;150986;116;6169000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33768664;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3455;3;0;Minor danger;PBAU9559152;151086;5716;42674000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50066501;Rectangular Tank;AMINOPHENOLS;3302;3;13;Minor danger;PBAU7461668;150188;6127;42011000
Erasmus 1;Transit;Terminal 1;Amsterdam;76854012;Rectangular Tank;DIPENTENE;2329;61;15;Medium danger;PBAU9724994;150288;4528;8389000
Erasmus 1;Transit;Terminal 1;Amsterdam;17861239;Rectangular Tank;RESORCINOL;2734;3;0;Medium danger;PBAU6644377;150388;2229;38789000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92276351;Rectangular Tank;SULPHURIC ACID;2524;3;0;Medium danger;PBAU3975630;150488;3447;41247000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12237806;Rectangular Tank;FURALDEHYDES;1710;61;0;Minor danger;PBAU7456253;150588;507;98297000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21781954;Rectangular Tank;CRESOLS, SOLID;3455;3;24;Minor danger;PBAU3900177;150688;8893;20070000
Erasmus 1;Transit;Terminal 1;Amsterdam;99956751;Rectangular Tank;CRESOLS, SOLID;2929;3;7;Great danger;PBAU5738026;150788;236;36193000
Erasmus 1;Transit;Terminal 1;Amsterdam;32551973;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2344;8;0;Minor danger;PBAU4036628;150888;3107;16053000
Erasmus 1;Transit;Terminal 1;Amsterdam;75926552;Rectangular Tank;FORMIC ACID;1807;51;0;Medium danger;PBAU5533366;150988;688;23037000
Erasmus 1;Transit;Terminal 1;Amsterdam;91696509;Rectangular Tank;FURALDEHYDES;1266;61;0;Minor danger;PBAU3107072;151088;4003;77037000
Erasmus 1;Transit;Terminal 1;Amsterdam;70791216;Rectangular Tank;ESTERS, N.O.S.;1173;61;15;Medium danger;PBAU5119775;150190;7547;53226000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26095681;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1760;8;0;Medium danger;PBAU3297395;150290;8938;9355000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32277960;Rectangular Tank;FURALDEHYDES;2734;8;0;Medium danger;PBAU5326444;150390;6010;38226000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45471611;Rectangular Tank;RESORCINOL;2874;61;118;Medium danger;PBAU8988560;150490;7980;52522000
Erasmus 1;Transit;Terminal 1;Amsterdam;96240202;Rectangular Tank;RESIN SOLUTION;2524;8;0;Medium danger;PBAU7410004;150590;7404;19914000
Erasmus 1;Transit;Terminal 1;Amsterdam;34702156;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2329;61;0;Medium danger;PBAU9104839;150690;8921;80838000
Erasmus 1;Transit;Terminal 1;Amsterdam;12284803;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3302;8;24;Medium danger;PBAU5241238;150790;1371;28243000
Erasmus 1;Discharge;Terminal 1;Amsterdam;58187767;Rectangular Tank;FURALDEHYDES;3302;61;0;Medium danger;PBAU9289570;150890;9741;41050000
Erasmus 1;Transit;Terminal 1;Amsterdam;18740425;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3265;61;13;Minor danger;PBAU6671527;150990;426;27125000
Erasmus 1;Transit;Terminal 1;Amsterdam;22432644;Rectangular Tank;SULPHURIC ACID;2796;3;0;Minor danger;PBAU4387821;151090;4095;80230000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48242051;Rectangular Tank;FORMIC ACID;1199;8;0;Medium danger;PBAU9744464;150192;8053;18367000
Erasmus 1;Transit;Terminal 1;Amsterdam;36705172;Rectangular Tank;RESORCINOL;1193;3;0;Minor danger;PBAU5091880;150292;9184;99651000
Erasmus 1;Transit;Terminal 1;Amsterdam;65041431;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3082;61;45;Minor danger;PBAU5207189;150392;8402;93526000
Erasmus 1;Discharge;Terminal 1;Amsterdam;20989984;Rectangular Tank;CRESOLS, SOLID;1992;3;0;Minor danger;PBAU3539776;150492;4048;6176000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17399950;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;3082;61;0;Medium danger;PBAU5622619;150592;9186;62892000
Erasmus 1;Discharge;Terminal 1;Amsterdam;68217201;Rectangular Tank;FURALDEHYDES;1170;8;30;Medium danger;PBAU7383149;150692;795;93362000
Erasmus 1;Transit;Terminal 1;Amsterdam;41482975;Rectangular Tank;PERFUMERY PRODUCTS;3082;8;46;Great danger;PBAU7791097;150792;2160;75874000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10258926;Rectangular Tank;BROMOPROPANES;3082;3;15;Great danger;PBAU6127576;150892;4172;77183000
Erasmus 1;Transit;Terminal 1;Amsterdam;12372946;Rectangular Tank;FURFURYL ALCOHOL;2929;41;0;Minor danger;PBAU1887243;150992;3327;73290000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83142870;Rectangular Tank;PENTANE 2,4 DIONE;1193;61;0;Medium danger;PBAU9593151;151092;8882;74860000
Erasmus 1;Transit;Terminal 1;Amsterdam;51144095;Rectangular Tank;TRIMETHYL PHOSPHITE;1992;8;12;Minor danger;PBAU6410381;150194;7298;95833000
Erasmus 1;Transit;Terminal 1;Amsterdam;48380429;Rectangular Tank;TRIMETHYL PHOSPHITE;2329;61;15;Medium danger;PBAU9279422;150294;2161;40492000
Erasmus 1;Discharge;Terminal 1;Amsterdam;71791868;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1193;61;0;Medium danger;PBAU6207389;150394;6478;71974000
Erasmus 1;Transit;Terminal 1;Amsterdam;84872700;Rectangular Tank;ETHYL ACETATE;1173;8;0;Medium danger;PBAU4499600;150494;9602;37566000
Erasmus 1;Transit;Terminal 1;Amsterdam;15666166;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3302;8;15;Minor danger;PBAU9056013;150594;3895;38290000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12784605;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1193;3;13;Medium danger;PBAU8330864;150694;7174;68632000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11659528;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1993;3;0;Great danger;PBAU6611160;150794;3576;68705000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47094411;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1814;61;0;Medium danger;PBAU1428078;150894;4965;55285000
Erasmus 1;Discharge;Terminal 1;Amsterdam;91450389;Rectangular Tank;PENTANE 2,4 DIONE;2924;61;0;Minor danger;PBAU2781958;150994;9561;81494000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92275399;Rectangular Tank;ETHYL ACETATE;2924;3;0;Medium danger;PBAU4228379;151094;3460;7243000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90744633;Rectangular Tank;ETHYL ORTHOFORMATE;3272;3;15;Minor danger;PBAU9083009;150196;476;73934000
Erasmus 1;Transit;Terminal 1;Amsterdam;98892103;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1992;41;0;Minor danger;PBAU7194196;150296;4529;12947000
Erasmus 1;Transit;Terminal 1;Amsterdam;59229341;Rectangular Tank;ETHYL ACETATE;2874;51;38;Medium danger;PBAU7172218;150396;9433;48556000
Erasmus 1;Transit;Terminal 1;Amsterdam;96316146;Rectangular Tank;ESTERS, N.O.S.;1170;8;13;Medium danger;PBAU5379319;150496;9797;80688000
Erasmus 1;Transit;Terminal 1;Amsterdam;27560909;Rectangular Tank;PERFUMERY PRODUCTS;2929;8;0;Minor danger;PBAU5560358;150596;6320;32407000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47926662;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2929;8;0;Medium danger;PBAU9953670;150696;3750;10213000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44686193;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2874;3;15;Minor danger;PBAU9043674;150796;7566;49489000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40847278;Rectangular Tank;ESTERS, N.O.S.;1944;3;0;Medium danger;PBAU5053814;150896;5451;95572000
Erasmus 1;Transit;Terminal 1;Amsterdam;31065611;Rectangular Tank;DIPENTENE;3082;61;0;Minor danger;PBAU5363797;150996;1732;81029000
Erasmus 1;Transit;Terminal 1;Amsterdam;43536205;Rectangular Tank;TRIETHYLENETETRAMINE;1219;8;0;Medium danger;PBAU6295215;151096;3411;13940000
